f_id,item,veg_or_non_veg
fd5917,Mexicana Pasta Non-veg,Non-veg
fd5922,Spaghetti With Meat Balls - Creamy White,Non-veg
fd5923,Spaghetti With Meat Balls - Pesto,Non-veg
fd5924,Spaghetti With Meat Balls - Rosy Red,Non-veg
fd5925,Veg Spaghetti - Creamy White,Veg
fd5926,Veg Spaghetti - Pesto,Veg
fd5927,Veg Spaghetti - Rosy Red,Veg
fd5928,Non Veg Lasagna - Creamy White,Non-veg
fd5929,Non Veg Lasagna - Pesto,Non-veg
fd5930,Non Veg Lasagna - Rosy Red,Non-veg
fd5931,Veg Lasagna - Creamy White,Veg
fd5932,Veg Lasagna - Pesto,Veg
fd5933,Veg Lasagna - Rosy Red,Veg
fd5934,Macaroni & Cheese Non-veg,Non-veg
fd5952,Veg Schezwan Hakka Noodles,Veg
fd5956,Chilly Paneer,Veg
fd5957,Chilly Chana,Veg
fd5960,Veg Manhurian,Veg
fd5964,Veg Rolls,Veg
fd5965,Double Egg Roll,Non-veg
fd5967,Chicken Double Egg Rolls,Non-veg
fd5968,Paneer Rolls,Veg
fd5970,Aloo Dum,Veg
fd5971,Aloo Bhujiya,Veg
fd5975,Mushroom Do Pyaja,Veg
fd5978,Chicken Curry[bone],Non-veg
fd5979,Chicken Butter Masala,Non-veg
fd5981,Chicken Kadhai,Non-veg
fd5983,Steam Rice,Veg
fd5990,Mix Veg Fried Rice,Veg
fd5999,Veg Hot Sour Soup,Veg
fd6001,Veg Fried Rice And Manchurian Combo,Veg
fd6002,Noodles And Manchurian Combo,Non-veg
fd6003,Fried Rice And Chilli Chicken Combo,Non-veg
fd6004,Chicken Kassa Combo,Non-veg
fd6005,Chicken Butter Masala Combo,Non-veg
fd6006,Chicken Curry Combo,Non-veg
fd6007,Chicken Masala Combo,Non-veg
fd6008,Chicken Kadhai Comboo,Non-veg
fd6009,Paneer  Masala Comboo,Veg
fd6010,Paneer Butter Masala Comboo,Veg
fd6012,Paneer Kofta Comboo,Veg
fd6013,Paneer Roti Combo,Veg
fd6016,Veg Chilly Garlic Noodle,Veg
fd6017,Egg Hakka Noodles,Non-veg
fd6018,Egg Schezwan Hakka Noodles,Non-veg
fd6019,Chicken Mix Noodles,Non-veg
fd6021,Chicken Chili Garlic Noodles.,Non-veg
fd6022,Mix Veg Hakka Noodle,Veg
fd6023,American Corn Salt Pepper,Veg
fd6024,American Corn Salt Chilly,Veg
fd6028,Chicken Salt And Pepper,Non-veg
fd6029,Chilly Potato,Veg
fd6037,Onion Jura Pakoda,Veg
fd6047,Paneer 65 Roll,Veg
fd6048,Chilli Chicken Roll,Non-veg
fd6049,Chilli Paneer Roll,Veg
fd6050,Panner Salt And Pepper Roll,Veg
fd6051,Veg Chilli Roll,Veg
fd6052,Bread Omlette,Non-veg
fd6053,Boiled Egg,Non-veg
fd6055,Veg Grill Sandwich,Veg
fd6056,Bombay Veg Sandwich,Veg
fd6058,Chicken Grilled Sandwich,Non-veg
fd6059,Bombay Chicken Sandwich,Non-veg
fd6064,Corn Palak,Veg
fd6065,Veg Kofta,Veg
fd6077,Egg Dal Tadka,Non-veg
fd6079,Chicken Do Pyaja,Non-veg
fd6084,Chicken Kasa,Non-veg
fd6085,Green Peas Pulao,Veg
fd6092,Chicken Hydrabadi Biryani,Non-veg
fd6096,Mix Chicken Fried Rice,Non-veg
fd6102,Egg Dal Tadka (Dal),Non-veg
fd6108,Aloo Paratha [2pcs],Veg
fd6109,Satu Paratha (2 Pcs),Veg
fd6110,Gobi Paratha (2 Pcs),Veg
fd6112,Cucumber Salad,Veg
fd6117,Chicken Talumein Soup,Non-veg
fd6118,Lemon Coriander Soup,Veg
fd6121,Veg Noodles Soup,Veg
fd6122,Veg Talumein Soup,Veg
fd6124,Plain Raita,Veg
fd6125,Strawbelicious Cheesecake,Non-veg
fd6126,Smokey Dark Chocolate Coffee Frappe n Garlic Bread,Veg
fd6127,Hakka Noodles And Manchurian Combo,Non-veg
fd6153,Aloo Paratha (2 Pcs),Veg
fd6154,Schezwan Noodles And Manchurian Combo,Non-veg
fd6155,Garlic Chicken Noodles And Manchurian Combo,Non-veg
fd6157,Schezwan Fried Rice And Chilli Combo,Non-veg
fd6158,Garlic Fried Rice And Chilli Combo,Non-veg
fd6159,Chicken Fried Rice And Chilli Combo,Non-veg
fd6160,Garlic Fried Rice And Manchurian Combo,Non-veg
fd6161,Chicken Fried Rice And Manchurian Combo,Non-veg
fd6162,Veg Galic Fried Rice And Manchurian Combo,Veg
fd6171,Veg Mix Hakka Noodles,Veg
fd6176,Chicken Chili Garlic Noodles,Non-veg
fd6261,Manchow Soup Veg Soup,Veg
fd6267,Aaloo Gobi Paratha(2pc),Veg
fd6268,Paneer Paratha(2pc),Veg
fd6270,Sattu Paratha(2pc),Veg
fd6271,Aaloo Paratha(2pc),Veg
fd6281,Chicken Do Pyaza (4pc) With Bone,Non-veg
fd6282,Chicken Masala(4pc),Non-veg
fd6283,Chicken Bharta,Non-veg
fd6284,Chicken Curry With Bone(4pc),Non-veg
fd6285,Egg Bhujiya,Non-veg
fd6286,Egg Curry (2pc),Non-veg
fd6287,Egg Omlet,Non-veg
fd6290,Mushroom Paneer Butter Masala,Veg
fd6291,Mushroom Babycorn Butter Masala,Veg
fd6294,Paneer Butter Maala,Veg
fd6296,Egg Tadka,Non-veg
fd6297,Dal Tadaka,Veg
fd6300,Green Peas Masala,Veg
fd6301,Aaloo Matar,Veg
fd6302,Aaalo Gobi Matar,Veg
fd6303,Jeera Aaloo,Veg
fd6304,Matar Palak,Veg
fd6307,Dum Aaloo,Veg
fd6308,Aaloo Palak,Veg
fd6309,Chilli Panner,Veg
fd6313,Chicken Butter Masal,Non-veg
fd6314,Chiken Bharta,Non-veg
fd6316,Red Velvet 1 Kg,Veg
fd6317,Red Velvet 500 Gms,Veg
fd6318,Vanilla Cake (500 gms),Veg
fd6319,Pineapple Cake  (500 gms),Veg
fd6320,Strawberry Cake (500 gms),Veg
fd6321,Black Forest Cake (500 gms),Veg
fd6322,Chocolate Truffle Cake (500 gms),Veg
fd6324,Special Chocolate Cream Roll,Veg
fd6325,Vanilla Cream Roll,Veg
fd6326,Vanilla  Cake (1 Pound),Veg
fd6327,Dark Chocolate Cake (1 Pound),Veg
fd6328,Black Forest Cake (1 Pound),Veg
fd6329,Choco Chips Cake (1 Pound),Veg
fd6330,Fruit cake 150gm,Veg
fd6331,Friut cake 250gm,Veg
fd6332,Friut cake 300gm,Veg
fd6333,Tutti Frutti Cake With Nuts 1 Kg,Veg
fd6334,Tutti Frutti Cake With Nuts 500 Gms,Veg
fd6335,Pineapple Juicy Cake 1 Kg,Veg
fd6336,Pineapple Juicy Cake 500 Gms,Veg
fd6337,Crunchy Chocolate Cake 1 Kg,Veg
fd6338,Crunchy Chocolate Cake 500 Gms,Veg
fd6339,Pista Nd Nuts Cake 1 Kg,Veg
fd6340,Pista Nd Nuts Cake 500 Gms,Veg
fd6343,Brownie ( 1 Pond ),Veg
fd6348,White Chocolate Cake (500 gms),Veg
fd6350,Choco Chips Cake (500 gms),Veg
fd6351,Choco Delight Cake (500 gms),Veg
fd6352,Special Rum Ball Big,Veg
fd6354,White Chocolate Piece,Veg
fd6355,Black Forest,Veg
fd6356,Truffle Chocolate,Veg
fd6357,Chocolate Mousse Glass,Veg
fd6361,Special Coconut (200 gms),Veg
fd6362,Chocolate Kaju (200 gms),Veg
fd6363,White Kaju (200 gms),Veg
fd6364,Nankhatai (200 gms),Veg
fd6365,Special Namkeen (200 gms),Veg
fd6366,Shah Jeera (200 gms),Veg
fd6367,Chocolate Cookies (200 gms),Veg
fd6368,Butterscotch Cookie (200 gms),Veg
fd6369,Khari (250 gms),Veg
fd6370,Regular Buttercream Cake Chocolate Delight  Cake (1 Pound),Veg
fd6372,Strawberry Cake (1 Pound),Veg
fd6374,Butterscotch Cookie Cake (1 Pound),Veg
fd6380,1 Pond plain fruit cake,Veg
fd6381,2 Pond Plain fruit cake,Veg
fd6382,2 Pond choclate fruit cake,Veg
fd6383,2 Pond Special fruit cake,Veg
fd6385,Browny,Veg
fd6386,Donut,Veg
fd6388,Dark Chocolate,Veg
fd6391,Red Velvet,Veg
fd6392,Red Velvett,Veg
fd6393,Strawberryy,Veg
fd6394,Pineapplee,Veg
fd6396,Black Forestt,Veg
fd6397,Dark Chocolatee,Veg
fd6398,White Forest,Veg
fd6399,Truffle Cake,Veg
fd6400,Pink Forest,Veg
fd6408,Strawberry Mousse,Veg
fd6409,Pineapple Mousse,Veg
fd6410,Chocolate Mousse,Veg
fd6411,Blue Berry Mousse,Veg
fd6412,Veg China Town Special Soup,Veg
fd6413,Veg Garlic Hot Pot Soup,Veg
fd6416,Veg Peking Soup,Veg
fd6417,Veg Pepper Lemon Soup,Veg
fd6418,Non Veg China Town Special Soup,Non-veg
fd6419,Non Veg Garlic Hot Pot Soup,Non-veg
fd6420,Non Veg Hot & Sour Soup,Non-veg
fd6421,Non Veg Manchow Soup,Non-veg
fd6422,Non Veg Peking Soup,Non-veg
fd6423,Non Veg Pepper Lemon Soup,Non-veg
fd6424,China Town Special Ching Pong Paneer,Veg
fd6425,Crispy Chilli Chana,Veg
fd6426,Chana Salt & Pepper,Veg
fd6427,Crispy Chilli Baby Corn,Veg
fd6428,Honey Chilli Baby Corn,Veg
fd6429,Mushroom Chilli Dry,Veg
fd6430,Mushroom Salt & Pepper,Veg
fd6431,Crispy Chilli Potato,Veg
fd6432,Crispy Honey Potato,Veg
fd6434,American Corn Salt & Pepper,Veg
fd6435,Lovely American Corn Chilli,Veg
fd6436,Mix Mushroom & Baby Corn Chilli Dry,Veg
fd6437,Chilli Paneer Dry (10 Pc),Veg
fd6438,Paneer Manchurian Dry (10 Pc),Veg
fd6439,Roasted Chilli Paneer (8 Pc),Veg
fd6440,Veg Manchurian Dry (8 Pc),Veg
fd6441,Chilli Soya Chaap Dry (8 Pc),Veg
fd6442,Soya Chaap Manchurian Dry (8 Pc),Veg
fd6443,Crispy Chilli Chicken Dry,Non-veg
fd6444,Crispy Honey Chicken Dry,Non-veg
fd6445,Bang Bang Chicken Wings,Non-veg
fd6446,Honey Chilli Wings,Non-veg
fd6447,Chicken Salt & Pepper Dry,Non-veg
fd6449,China Town Special Ching Pong Chicken,Non-veg
fd6450,Tandoori Chilli Chicken (7 Pc),Non-veg
fd6451,Chicken Taipei Dry,Non-veg
fd6452,Tangra Chilli Chicken Dry,Non-veg
fd6453,Bar-b-que Chicken Dry,Non-veg
fd6454,Bone Chilli Chicken Dry (8 Pc),Non-veg
fd6455,Chicken 65 Dry (8 Pc),Non-veg
fd6456,Chicken Lollypop Dry (6 Pc),Non-veg
fd6457,Chicken Manchurian Dry (8 Pc),Non-veg
fd6458,Chilli Chicken Dry (8 Pc),Non-veg
fd6459,Fish Dry (8 Pc) Choice Of Sauce,Non-veg
fd6460,Prawn Dry (8 Pc) Choice Of Sauce,Non-veg
fd6461,Roasted Chilli Chicken (8 Pc),Non-veg
fd6462,Dahi Cheese Kebab (8 Pc),Veg
fd6463,Mushroom Tikka (8 Pc),Veg
fd6464,Paneer Amritsari Tikka (8 Pc),Veg
fd6465,Paneer Tikka (8 Pc),Veg
fd6466,Veg Hara Bhara Kebab (8 Pc),Veg
fd6467,Tandoori Soya Chaap (8 Pc),Veg
fd6468,Chicken Tikka (8 Pc),Non-veg
fd6469,Fish Tikka (6 Pc),Non-veg
fd6470,Murgh Malai Tikka (8 Pc),Non-veg
fd6471,Tandoori Prawn (6 Pc),Non-veg
fd6472,Chuza Afgani,Non-veg
fd6474,Veg Burnt Garlic Rice,Veg
fd6475,Veg Butter Corn Fried Rice,Veg
fd6476,Veg China Town Special Stir Fried Peanut Rice,Veg
fd6478,Veg Lemon Grass Fried Rice,Veg
fd6479,Veg Me Gorian Fried Rice,Veg
fd6480,Veg Schezwan Fried Rice,Veg
fd6481,Veg Shanghai Fried Rice,Veg
fd6484,Chicken Burnt Garlic Rice,Non-veg
fd6485,Chicken Butter Corn Fried Rice,Non-veg
fd6486,Chicken China Town Special Stir Fried Peanut Rice,Non-veg
fd6488,Chicken Lemon Grass Fried Rice,Non-veg
fd6489,Chicken Me Gorian Fried Rice,Non-veg
fd6491,Chicken Shanghai Fried Rice,Non-veg
fd6492,Mix Fried Rice,Veg
fd6493,Prawn Fried Rice,Non-veg
fd6494,Veg Chilli Garlic Hakka Noodles,Veg
fd6495,Veg China Town Special Stir Fried Peanut Hakka Noodles,Veg
fd6497,Veg Hot Garlic Hakka Noodles,Veg
fd6498,Veg Me Gorian Hakka Noodles,Veg
fd6499,Veg Thai Green Chilli Noodles,Veg
fd6500,Paneer Hakka Noodles,Veg
fd6502,Chicken Chilli Garlic Hakka Noodles,Non-veg
fd6503,Chicken China Town Special Stir Fried Peanut Hakka Noodles,Non-veg
fd6505,Chicken Hot Garlic Hakka Noodles,Non-veg
fd6506,Chicken Me Gorian Hakka Noodles,Non-veg
fd6507,Chicken Thai Green Chilli Noodles,Non-veg
fd6508,Prawn Hakka Noodles,Non-veg
fd6509,Mix Hakka Noodles,Veg
fd6510,Veg American Chopsuey Gravy,Veg
fd6511,Veg China Town Special Tangra Chowmein Gravy,Veg
fd6512,Veg Chowmein Gravy,Veg
fd6513,Veg Pan Fried Noodles Gravy,Veg
fd6514,Chicken American Chopsuey Gravy,Non-veg
fd6515,Chicken China Town Special Tangra Chowmein Gravy,Non-veg
fd6516,Chicken Chowmein Gravy,Non-veg
fd6517,Chicken Pan Fried Noodles Gravy,Non-veg
fd6518,Mix American Chopsuey Gravy,Veg
fd6519,Mix China Town Special Tangra Chowmein Gravy,Veg
fd6520,Mix Chowmein Gravy,Veg
fd6521,Mix Pan Fried Noodles Gravy,Veg
fd6522,China Town Special Bankok Chilli Paneer Gravy,Veg
fd6523,Chilli Mushroom Gravy,Veg
fd6524,Stir Fried Baby Corn & Mushroom Gravy,Veg
fd6525,Chilli Paneer Gravy (10 Pc),Veg
fd6526,Exotic Vegetable Gravy - Choice Of Sauce,Veg
fd6527,Hunan Paneer Gravy (10 Pc),Veg
fd6528,Mangolian Chilli Paneer (10 Pc),Veg
fd6529,Paneer Manchurian Gravy (10 Pc),Veg
fd6530,Schezwan Paneer Gravy (10 Pc),Veg
fd6531,Veg Manchurian Gravy (8 Pc),Veg
fd6532,China Town Special Kung Pao Chicken Gravy,Non-veg
fd6533,Hong Kong Chicken Gravy,Non-veg
fd6534,Hunan Chicken Gravy,Non-veg
fd6535,Diced Chicken In Hot Garlic Chicken Gravy,Non-veg
fd6536,Shredded Chicken In Chilli Hoisin Gravy,Non-veg
fd6537,Bone Chilli Chicken Gravy (8 Pc),Non-veg
fd6538,Chicken Manchurian Gravy (8 Pc),Non-veg
fd6539,Chilli Chicken Gravy (8 Pc),Non-veg
fd6540,Fish Chilli Gravy (8 Pc),Non-veg
fd6541,Fish In Chilli Mustard Sauce Gravy (8 Pc),Non-veg
fd6542,Hunan Prawn Gravy (6 Pc),Non-veg
fd6543,Prawn Chilli Gravy (6 Pc),Non-veg
fd6544,Schezwan Chicken Gravy (8 Pc),Non-veg
fd6548,Mix Vegitable,Veg
fd6552,Mushroom Handi,Veg
fd6554,Dal Yellow Tarka,Veg
fd6555,Mutton Rogan Josh (4 Pc),Non-veg
fd6557,Fish Curry (6 Pc),Non-veg
fd6558,Prawn Tawa Masala (6 Pc),Non-veg
fd6564,Naan,Veg
fd6566,Chicken Dum Biryani,Non-veg
fd6567,Mutton Dum Biryani,Non-veg
fd6568,Chicken Tikka Biryani,Non-veg
fd6569,Paneer Tikka Biryani,Veg
fd6572,Plain Steam Rice,Veg
fd6575,Dal Khichadi,Veg
fd6576,Veg Steam Momo (8 Pc ),Veg
fd6577,Chicken Chilli Garlic Momos (8 Pc),Non-veg
fd6578,Chicken Fried Momos (8 Pc),Non-veg
fd6579,Chicken Steam Momo (8 Pc),Non-veg
fd6580,Chicken Tandoori Momos (8 Pc),Non-veg
fd6581,Veg Chilli Garlic Momos (8 Pc),Veg
fd6582,Veg Fried Momos (8 Pc),Veg
fd6583,Veg Tandoori Momos (8 Pc),Veg
fd6586,Chicken Wings Dry Fry,Non-veg
fd6587,Chicken Pakoda (8 Pc Boneless),Non-veg
fd6589,Fish Finger (8 Pc),Non-veg
fd6590,Fried Chicken (8 Pc Withbone),Non-veg
fd6591,Paneer Pakoda (8 Pc),Veg
fd6594,Bundi Raita,Veg
fd6597,Plain Curd,Veg
fd6598,Roasted Papad (2 Pc),Veg
fd6599,Fried Papad (2 Pc),Veg
fd6600,Steamed Veg Momos,Veg
fd6601,Fried Veg Momos,Veg
fd6602,Crispy Chilli Baby corn,Veg
fd6604,Chilli Paneer (Dry),Veg
fd6605,Cheese Balls,Veg
fd6609,Veg Lemon Coriander Soup,Veg
fd6610,Veg  Sweet Corn Soup,Veg
fd6612,Veg Hot And Sour Soup,Veg
fd6614,Veg Hakka Noodles (Dry),Veg
fd6619,Gulab Jamun (2 Pcs),Veg
fd6620,Paneer Chilli (jain),Veg
fd6621,Paneer Salt And Pepper (jain),Veg
fd6622,Chilli Babycorn (jain),Veg
fd6623,Chilli Chana (jain),Veg
fd6624,Tandoori Paneer Malai Tikka (jain),Veg
fd6625,Tandoori Paneer Tikka (jain),Veg
fd6626,Mix Veg Jaipuri (jain),Veg
fd6627,Paneer Butter Masala (jain),Veg
fd6628,Ghee Dal Fry (jain),Veg
fd6629,Paneer Bhurjee (jain),Veg
fd6630,Hing Dal Tadka,Veg
fd6631,Shahi Paneer (jain),Veg
fd6632,Aloo Jeera (jain),Veg
fd6633,Paneer Pasanda (jain),Veg
fd6634,Aloo Gobhi Dry (jain),Veg
fd6635,Paneer Kalimirch (jain),Veg
fd6636,Shahi Subzi (jain),Veg
fd6637,Vegetable Pulao ( Jain),Veg
fd6638,Subz Kalimirch (jain),Veg
fd6639,Navratan Korma (jain),Veg
fd6640,Corn Palak (jain),Veg
fd6641,Malai Kofta (jain),Veg
fd6642,Methi Mutter Malai (jain),Veg
fd6643,Jeera Rice ( Jain ),Veg
fd6644,Green Peas Pulao ( Jain),Veg
fd6645,Navratan Pulao ( Jain),Veg
fd6646,Mushroom Salt And Pepper,Veg
fd6647,Mushroom Chilly Dry,Veg
fd6650,American Corn Salt And Pepper,Veg
fd6653,Crispy Honey Chilli Potato,Veg
fd6654,Crispy Chilli Veg,Veg
fd6657,Paneer Salt & Pepper,Veg
fd6659,Veg Manchurian (Dry),Veg
fd6660,Veg Croquettes,Veg
fd6661,Baby Corn Salt & Pepper,Veg
fd6662,Golden Fried Baby Corn,Veg
fd6664,Salted Peanuts,Veg
fd6665,Veg Sandwich(Plain),Veg
fd6666,Mixed Veg Pakora,Veg
fd6671,Cheese Chilli Toast,Veg
fd6675,Kaju Fry,Veg
fd6676,Tomato Shorba,Veg
fd6682,Talumein Soup,Veg
fd6683,Cream Of Tomato Soup,Veg
fd6684,Cream Of Mushroom Soup,Veg
fd6685,Veg Chow Mein Gravy,Veg
fd6687,Chilli Garlic Noodles,Veg
fd6688,Shewan Hakka Noodles,Veg
fd6690,Cantonese Noodles,Veg
fd6691,Veg Chopsuey,Veg
fd6692,Ginger Onion Noodles,Veg
fd6693,Mongolian Noodles,Veg
fd6694,Pan Fried Noodles,Veg
fd6695,Veg In Thai Green Curry,Veg
fd6696,Chilli Garlic Paneer,Veg
fd6698,Shewan Paneer,Veg
fd6699,Paneer In Hunan Sauce,Veg
fd6701,Three Treasure Veg In Hot Garlic Sauce,Veg
fd6703,Stir Fried Veg,Veg
fd6704,Sweet And Sour Paneer,Veg
fd6707,Buddha Delights,Veg
fd6709,Triple Shewan Rice,Veg
fd6710,Chilli Garlic Fried Rice,Veg
fd6711,Brunt Garlic Ginger Rice,Veg
fd6712,Yang Chow Rice,Veg
fd6713,Corn Fried Rice,Veg
fd6714,Penne Pasta In Red Sauce,Veg
fd6715,Penne Pasta In Cheese Sauce,Veg
fd6716,Penne pasta in mixed,Veg
fd6722,Kuchumber  Salad,Veg
fd6723,Veg Raita,Veg
fd6724,Raita (Boondi),Veg
fd6726,Crispy Noodles Salad,Veg
fd6728,Paneer Saunfiyani Tikka,Veg
fd6729,Mushroom Cabana,Veg
fd6730,Makka Malai Kebab,Veg
fd6731,Yellow Moong Dal Tadka,Veg
fd6732,Spinach Paneer Kofta,Veg
fd6733,Paneer Kalimirch,Veg
fd6734,Paneer Hara Pyaaz,Veg
fd6735,Exotic Mixed Vegetable,Veg
fd6736,Subz Miloni,Veg
fd6737,Kabuli Pulao,Veg
fd6738,Malabari Paratha,Veg
fd6739,Working Lunch,Veg
fd6740,Vegetable Biryani With Raita And Salan,Veg
fd6741,Paneer Butter Masala With Malabari Paratha And Laccha Salad,Veg
fd6742,Paneer Tikka With Stuffed Kulcha And Laccha Salad,Veg
fd6743,Amritsari Choley With Stuffed Kulcha And Laccha Salad,Veg
fd6744,Veg. Fried Rice And Paneer Chilly ( Semi Gravy),Veg
fd6745,Hakka Noodles With Paneer Chilly ( Semi Gravy),Veg
fd6746,Veg Fried Rice With Veg. Manchurian ( Gravy),Veg
fd6747,Veg. Hakka Noodles With Veg Manchurian (gravy),Veg
fd6748,Stuffed Mushroom,Veg
fd6749,Corn Cheese Triangle,Veg
fd6751,Paneer Mushroom,Veg
fd6752,Aaj Ki Sabji,Veg
fd6753,Veg Jalfrezi,Veg
fd6754,Aloo Jeera (Dry),Veg
fd6755,Aloo Gobi Adraki,Veg
fd6756,Vegetable Kadai,Veg
fd6759,Aloo Dhaniya,Veg
fd6761,Amritsari Chana Masala,Veg
fd6763,Paneer Lababdar,Veg
fd6766,Paneer Khurchan,Veg
fd6769,Palak Aloo,Veg
fd6770,Dahi Paneer Mushroom,Veg
fd6771,Paneer Hara Dhaniya,Veg
fd6774,Paneer Patiyala,Veg
fd6775,Kadai Mushroom,Veg
fd6781,Paneer Kaju Curry,Veg
fd6783,Methi Mutter Malai,Veg
fd6786,Aloo Nazakat,Veg
fd6788,Paneer Afghani Tikka,Veg
fd6790,Paneer Malai Tikka,Veg
fd6791,Veg Seekh Kebab,Veg
fd6793,Dahi Ke Kebab,Veg
fd6794,Mushroom Tikka,Veg
fd6795,Paneer Papdi Kebab,Veg
fd6796,Veg Kebab Platter,Veg
fd6803,Paneer Pulao,Veg
fd6806,Yellow Dal  Fry,Veg
fd6807,Dal Tadka Lasooni,Veg
fd6810,Kali Dal Tadka Wali,Veg
fd6811,Punjabi Dal Tadka,Veg
fd6812,Phulka Butter,Veg
fd6822,Methi Paratha,Veg
fd6826,Roti Ki Tokri,Veg
fd6827,Onyx Thali,Veg
fd6828,Onyx Mini Thali,Veg
fd6829,Veg Chow Mein,Veg
fd6830,Egg Chow Mein,Non-veg
fd6831,Chicken Chow Mein,Non-veg
fd6832,Mix Chow Mein,Non-veg
fd6833,Paneer Chow Mein,Veg
fd6836,Egg Roll [Double],Non-veg
fd6839,Manchurian Roll,Veg
fd6841,Egg Rice,Non-veg
fd6842,Chicken Rice,Non-veg
fd6843,Mix Rice,Non-veg
fd6844,Paneer Rice,Veg
fd6845,Spring Rice,Veg
fd6846,Rice With Manchurian,Veg
fd6847,Chow With Manchurian,Veg
fd6855,Tarka,Non-veg
fd6857,Parotha,Veg
fd6858,Veg Steamed Momos [8 Pieces],Veg
fd6859,Veg Tandoori Momos [8 Pieces],Veg
fd6860,Veg Afghani Momos [8 Pieces],Veg
fd6861,Chicken Steamed Momos [8 Pieces],Non-veg
fd6862,Chicken Tandoori Momos [8 Pieces],Non-veg
fd6863,Chicken Afghani Momos [8 Pieces],Non-veg
fd6864,Veg Hara Bhara Kebab [8 Pieces],Veg
fd6865,Chilli Paneer Dry [10 Pieces],Veg
fd6866,Veg Manchurian Dry [8 Pieces],Veg
fd6868,Chicken Lollipop Dry [6 Pieces],Non-veg
fd6869,Chicken Salt And Pepper Dry,Non-veg
fd6870,Tandoori Prawns [6 Pieces],Non-veg
fd6877,Chilli Paneer Gravy [10 Pieces],Veg
fd6878,Veg Manchurian Gravy [8 Pieces],Veg
fd6880,Kadhai Chicken,Non-veg
fd6882,Chicken Lababdar,Non-veg
fd6884,Chilli Chicken Gravy [8 Pieces],Non-veg
fd6885,Fish Curry [6 Pieces],Non-veg
fd6887,Plain Steamed Rice,Veg
fd6896,Paneer Pakoda [8 Pieces],Veg
fd6901,Veg Fried Momos [8 Pieces],Veg
fd6902,Veg Chilli Momos [8 Pieces],Veg
fd6903,Veg Ginger Honey Momos [8 Pieces],Veg
fd6904,Veg Chilli Garlic Momos [8 Pieces],Veg
fd6906,Veg Amritsari Momos [8 Pieces],Veg
fd6909,Chicken Fried Momos [8 Pieces],Non-veg
fd6910,Chicken Chilli Momos [8 Pieces],Non-veg
fd6911,Chicken Ginger Honey Momos [8 Pieces],Non-veg
fd6912,Chicken Chilli Garlic Momos [8 Pieces],Non-veg
fd6914,Chicken Amritsari Momos [8 Pieces],Non-veg
fd6916,Paneer Tikka [8 Pieces],Veg
fd6919,Paneer Kasturi Tikka [8 Pieces],Veg
fd6920,Mushroom Tikka [8 Pieces],Veg
fd6922,American Corn And Salt,Veg
fd6924,Paneer Manchurian Dry [10 Pieces],Veg
fd6928,Crispy Mushroom Chilli,Veg
fd6931,Lahori Bhatti Murgh,Non-veg
fd6932,Chicken Tikka [8 Pieces],Non-veg
fd6933,Chicken Boti Kebab [8 Pieces],Non-veg
fd6934,Murgh Leshuni Tikka [8 Pieces],Non-veg
fd6935,Chilli Chicken Dry [8 Pieces],Non-veg
fd6936,Roasted Chilli Chicken [8 Pieces],Non-veg
fd6937,Tandoori Chilli Chicken [7 Pieces],Non-veg
fd6941,Fried Chicken [8 Pieces],Non-veg
fd6942,Fish Chilli Dry [8 Pieces],Non-veg
fd6943,Fish Tikka [6 Pieces],Non-veg
fd6944,Pan Fried Fish Dry [8 Pieces],Non-veg
fd6945,Prawns Amritsari Tikka [6 Pieces],Non-veg
fd6946,Prawns Chilli Dry [6 Pieces],Non-veg
fd6947,Prawns Salt And Pepper Dry [6 Pieces],Non-veg
fd6949,Kadhai Soya Chaap,Veg
fd6959,Mushroom Punjabi,Veg
fd6961,Dal Yellow Tadka,Veg
fd6969,Punjabi Murgh Musallam [half],Non-veg
fd6970,Punjabi Murgh Musallam [full],Non-veg
fd6971,Mutton Kassa [4 Pieces],Non-veg
fd6974,Egg Do Pyaza,Non-veg
fd6977,Chicken Manchurian Gravy [8 Pieces],Non-veg
fd6978,Schezwan Chicken Gravy [8 Pieces],Non-veg
fd6980,Fish Tawa Masala [6 Pieces],Non-veg
fd6981,Fish In Hot Garlic Sauce Gravy [8 Pieces],Non-veg
fd6982,Prawns Curry [6 Pieces],Non-veg
fd6983,Fish Chilli Gravy [8 Pieces],Non-veg
fd6984,Prawns Tawa Masala [6 Pieces],Non-veg
fd6985,Prawns In Hot Garlic Sauce Gravy [6 Pieces],Non-veg
fd6986,Prawns Chilli Gravy [6 Pieces],Non-veg
fd6987,Chinese Chicken Momos Platter [12 Pieces],Non-veg
fd6988,Chinese Veg Momos Platter [12 Pieces],Veg
fd6989,Tandoori Chicken Momos Platter [12 Pieces],Non-veg
fd6990,Tandoori Non Veg Platter [12 Pieces],Non-veg
fd6991,Tandoori Veg Momos Platter [12 Pieces],Veg
fd6992,Tandoori Veg Platter [12 Pieces],Veg
fd6996,Chicken Hyderabadi Biryani,Non-veg
fd6997,Mutton Hyderabadi Biryani,Non-veg
fd7002,Veg Seven Jewel Fried Rice,Veg
fd7007,Chicken Seven Jewel Fried Rice,Non-veg
fd7008,Mixed Fried Rice,Non-veg
fd7009,Prawns Fried Rice,Non-veg
fd7011,Veg Chilli Garlic Noodles,Veg
fd7014,Veg American Gravy Chopsuey,Veg
fd7020,Mixed American Chopsuey Gravy,Non-veg
